image_name,is_cropped,total_area,roi_area,num_contours
image_8009_with_target,False,24984,24949,2
image_0686_with_target,False,23125,23125,2
image.9460_with_target,False,23254,23254,5
image_5010_with_target,False,23495,23490,3
image_5304_with_target,False,24937,24937,2
image.6117_with_target,False,23985,23985,2
image_4841_with_target,False,23353,23348,2
image.0714_with_target,False,23535,23535,2
image_9706_with_target,False,24873,24868,2
image_7610_with_target,False,24805,24805,2
image.4139_with_target,False,23431,23380,3
image.5304_with_target,False,24937,24937,2
image.2547_with_target,False,23406,23406,2
image.9429_with_target,False,23429,23429,2
image.4379_with_target,False,23459,23369,2
image.3575_with_target,False,23849,23844,4
image.3662_with_target,False,23592,23592,2
image.9460_with_target,False,23254,23254,5
image.5010_with_target,False,23495,23490,3
image.0714_with_target,False,23535,23535,2
image.9706_with_target,False,24873,24868,2
image.1032_with_target,False,23463,23387,2
image.9888_with_target,False,24993,24993,2
image.9014_with_target,False,23405,23386,2
image.1249_with_target,False,23298,23298,3
image.9234_with_target,False,23099,23099,2
image.0461_with_target,False,24829,24829,2
image.7950_with_target,False,23152,23147,2
image.0413_with_target,False,23267,23267,3
image.1033_with_target,False,23433,23353,2
image.0156_with_target,False,23258,23258,2
image.6756_with_target,False,23363,23363,3
image.8009_with_target,False,24984,24949,2
image.2309_with_target,False,23427,23427,7
image.2070_with_target,False,23351,23351,9
image.4939_with_target,False,23176,23176,2
image.2533_with_target,False,24799,24799,2
image.7514_with_target,False,23494,23412,3
image.6301_with_target,False,24841,24841,2
image.1796_with_target,False,23402,23402,2
image.0686_with_target,False,23125,23125,2
image.7584_with_target,False,24773,24768,2
image.0946_with_target,False,23270,23265,7
image.4715_with_target,False,25070,25070,2
image.8057_with_target,False,24858,24850,2
image.6253_with_target,False,24752,24747,2
image.4814_with_target,False,24803,24803,2
image.2854_with_target,False,23207,23207,3
image.2367_with_target,False,23587,23587,3
image.1303_with_target,False,24879,24879,2
image.6561_with_target,False,24828,24828,2
image.9724_with_target,False,24942,24942,2
image.7634_with_target,False,24839,24839,2
image.0108_with_target,False,23235,23235,4
image.8406_with_target,False,24693,24693,2
image.4690_with_target,False,23450,23450,3
image.4841_with_target,False,23353,23348,2
image.4059_with_target,False,24830,24830,2
image.2473_with_target,False,24732,24727,2
image.6117_with_target,False,23985,23985,2
image.0896_with_target,False,24883,24883,2
image.7610_with_target,False,24805,24805,2
image.2245_with_target,False,24945,24940,2
image.3840_with_target,False,23127,23127,2
image.9428_with_target,False,23418,23418,2
image.5638_with_target,False,24721,24716,2
image.5947_with_target,False,24795,24795,2
image.5199_with_target,False,23259,23259,3
image.2351_with_target,False,24936,24936,2
image.4138_with_target,False,23432,23372,3
image.6444_with_target,False,23166,23166,2
image.7350_with_target,False,24846,24832,2
image.5197_with_target,False,24865,24850,2
image.5320_with_target,False,24731,24731,2
image.0096_with_target,False,23329,23329,3
image.4619_with_target,False,23412,23412,2
image.9106_with_target,False,23310,23305,3
image.6291_with_target,False,24835,24830,2
image.6691_with_target,False,24775,24775,2
image.2751_with_target,False,23351,23351,2
image.2390_with_target,False,25107,25107,2
image.7513_with_target,False,23541,23453,3
image.9014_with_target,True,316,316,8
image_4138_with_target,True,551,551,2
image.5010_with_target,True,608,608,2
image.6444_with_target,True,276,276,1
image.5320_with_target,True,1971,1971,2
image_2245_with_target,True,2117,2117,2
image.6291_with_target,True,2039,2039,2
image_7513_with_target,True,521,521,2
image.2473_with_target,True,1817,1817,5
image.7950_with_target,True,370,370,1
image.0096_with_target,True,642,642,2
image.6253_with_target,True,1753,1753,7
image.5199_with_target,True,351,351,1
image_8406_with_target,True,1714,1714,8
image.9234_with_target,True,260,260,6
image.4379_with_target,True,401,401,4
image.3662_with_target,True,535,535,7
image_7584_with_target,True,1862,1862,2
image_7950_with_target,True,370,370,1
image_3575_with_target,True,973,973,4
image.9706_with_target,True,1892,1892,4
image_4814_with_target,True,1871,1871,3
image.3840_with_target,True,217,217,4
image.8057_with_target,True,1929,1929,8
image.7514_with_target,True,486,486,2
image.4059_with_target,True,1911,1911,3
image.4814_with_target,True,1871,1871,3
image_5638_with_target,True,1793,1793,8
image.4690_with_target,True,538,538,4
image.9429_with_target,True,466,466,2
image.2751_with_target,True,478,478,2
image.1796_with_target,True,319,319,7
image_6691_with_target,True,1799,1799,9
image.1249_with_target,True,490,490,4
image_9428_with_target,True,467,467,2
image.2245_with_target,True,2117,2117,2
image.0946_with_target,True,412,412,12
image_4139_with_target,True,539,539,2
image.2351_with_target,True,2076,2076,3
image_1249_with_target,True,490,490,4
image_6756_with_target,True,278,278,7
image.5304_with_target,True,1915,1915,11
image_7634_with_target,True,1721,1721,4
image_9014_with_target,True,316,316,8
image_1032_with_target,True,309,309,9
image_2351_with_target,True,2076,2076,3
image_6117_with_target,True,1919,1919,3
image.7634_with_target,True,1721,1721,4
image_0108_with_target,True,262,262,2
image_6561_with_target,True,1849,1849,6
image.9106_with_target,True,420,420,2
image_4619_with_target,True,507,507,2
image.2367_with_target,True,592,592,8
image_2473_with_target,True,1817,1817,5
image_4379_with_target,True,401,401,4
image_0896_with_target,True,2056,2056,3
image_0946_with_target,True,412,412,12
image_9106_with_target,True,420,420,2
image_9234_with_target,True,260,260,6
image.9428_with_target,True,467,467,2
image.0896_with_target,True,2056,2056,3
image_4939_with_target,True,251,251,2
image_4690_with_target,True,538,538,4
image.2309_with_target,True,576,576,8
image.6301_with_target,True,2050,2050,2
image.4139_with_target,True,539,539,2
image.5197_with_target,True,1905,1905,2
image_6291_with_target,True,2039,2039,2
image.0413_with_target,True,332,332,9
image.2070_with_target,True,333,333,9
image_4059_with_target,True,1911,1911,3
image.1033_with_target,True,328,328,7
image.2854_with_target,True,283,283,4
image_0413_with_target,True,332,332,9
image_2854_with_target,True,283,283,4
image_1033_with_target,True,328,328,7
image.5947_with_target,True,1829,1829,4
image_3840_with_target,True,217,217,4
image.4138_with_target,True,551,551,2
image_6301_with_target,True,2050,2050,2
image_9460_with_target,True,87,87,6
image.2390_with_target,True,2178,2178,3
image_2367_with_target,True,592,592,8
image_1303_with_target,True,2112,2112,2
image_5947_with_target,True,1829,1829,4
image_5199_with_target,True,351,351,1
image_2751_with_target,True,478,478,2
image.9724_with_target,True,1945,1945,2
image_2070_with_target,True,333,333,9
image_7514_with_target,True,486,486,2
image_9724_with_target,True,1945,1945,2
image_8057_with_target,True,1929,1929,8
image.3575_with_target,True,973,973,4
image_9429_with_target,True,466,466,2
image.0686_with_target,True,309,309,1
image_0461_with_target,True,2012,2012,2
image.6756_with_target,True,278,278,7
image.7350_with_target,True,1891,1891,3
image_2547_with_target,True,470,470,4
image.7584_with_target,True,1862,1862,2
image.0461_with_target,True,2012,2012,2
image_6253_with_target,True,1753,1753,7
image.8406_with_target,True,1714,1714,8
image_0714_with_target,True,661,661,2
image_5197_with_target,True,1905,1905,2
image_2390_with_target,True,2178,2178,3
image.2547_with_target,True,470,470,4
image.4619_with_target,True,507,507,2
image.2533_with_target,True,1948,1948,3
image.4841_with_target,True,485,485,2
image.7513_with_target,True,521,521,2
image_6444_with_target,True,276,276,1
image_4715_with_target,True,2095,2095,2
image.1303_with_target,True,2112,2112,2
image_3662_with_target,True,535,535,7
image_2533_with_target,True,1948,1948,3
image.4715_with_target,True,2095,2095,2
image_7350_with_target,True,1891,1891,3
image.9888_with_target,True,1961,1961,12
image_0156_with_target,True,273,273,8
image_5320_with_target,True,1971,1971,2
image.7610_with_target,True,1839,1839,7
image.8009_with_target,True,2019,2019,2
image.4939_with_target,True,251,251,2
image_0096_with_target,True,642,642,2
image.6691_with_target,True,1799,1799,9
image.5638_with_target,True,1793,1793,8
image_1796_with_target,True,319,319,7
image.0108_with_target,True,262,262,2
image_9888_with_target,True,1961,1961,12
image.6561_with_target,True,1849,1849,6
image.1032_with_target,True,309,309,9
image.0156_with_target,True,273,273,8
image_2309_with_target,True,576,576,8
image_8009_with_target,True,2019,2019,2
image_0686_with_target,True,309,309,1
image.9460_with_target,True,87,87,6
image_5010_with_target,True,608,608,2
image_5304_with_target,True,1915,1915,11
image.6117_with_target,True,1919,1919,3
image_4841_with_target,True,485,485,2
image.0714_with_target,True,661,661,2
image_9706_with_target,True,1892,1892,4
image_7610_with_target,True,1839,1839,7
image.4139_with_target,True,539,539,2
image.5304_with_target,True,1915,1915,11
image.2547_with_target,True,470,470,4
image.9429_with_target,True,466,466,2
image.4379_with_target,True,401,401,4
image.3575_with_target,True,973,973,4
image.3662_with_target,True,535,535,7
image.9460_with_target,True,87,87,6
image.5010_with_target,True,608,608,2
image.0714_with_target,True,661,661,2
image.9706_with_target,True,1892,1892,4
image.1032_with_target,True,309,309,9
image.9888_with_target,True,1961,1961,12
image.9014_with_target,True,316,316,8
image.1249_with_target,True,490,490,4
image.9234_with_target,True,260,260,6
image.0461_with_target,True,2012,2012,2
image.7950_with_target,True,370,370,1
image.0413_with_target,True,332,332,9
image.1033_with_target,True,328,328,7
image.0156_with_target,True,273,273,8
image.6756_with_target,True,278,278,7
image.8009_with_target,True,2019,2019,2
image.2309_with_target,True,576,576,8
image.2070_with_target,True,333,333,9
image.4939_with_target,True,251,251,2
image.2533_with_target,True,1948,1948,3
image.7514_with_target,True,486,486,2
image.6301_with_target,True,2050,2050,2
image.1796_with_target,True,319,319,7
image.0686_with_target,True,309,309,1
image.7584_with_target,True,1862,1862,2
image.0946_with_target,True,412,412,12
image.4715_with_target,True,2095,2095,2
image.8057_with_target,True,1929,1929,8
image.6253_with_target,True,1753,1753,7
image.4814_with_target,True,1871,1871,3
image.2854_with_target,True,283,283,4
image.2367_with_target,True,592,592,8
image.1303_with_target,True,2112,2112,2
image.6561_with_target,True,1849,1849,6
image.9724_with_target,True,1945,1945,2
image.7634_with_target,True,1721,1721,4
image.0108_with_target,True,262,262,2
image.8406_with_target,True,1714,1714,8
image.4690_with_target,True,538,538,4
image.4841_with_target,True,485,485,2
image.4059_with_target,True,1911,1911,3
image.2473_with_target,True,1817,1817,5
image.6117_with_target,True,1919,1919,3
image.0896_with_target,True,2056,2056,3
image.7610_with_target,True,1839,1839,7
image.2245_with_target,True,2117,2117,2
image.3840_with_target,True,217,217,4
image.9428_with_target,True,467,467,2
image.5638_with_target,True,1793,1793,8
image.5947_with_target,True,1829,1829,4
image.5199_with_target,True,351,351,1
image.2351_with_target,True,2076,2076,3
image.4138_with_target,True,551,551,2
image.6444_with_target,True,276,276,1
image.7350_with_target,True,1891,1891,3
image.5197_with_target,True,1905,1905,2
image.5320_with_target,True,1971,1971,2
image.0096_with_target,True,642,642,2
image.4619_with_target,True,507,507,2
image.9106_with_target,True,420,420,2
image.6291_with_target,True,2039,2039,2
image.6691_with_target,True,1799,1799,9
image.2751_with_target,True,478,478,2
image.2390_with_target,True,2178,2178,3
image.7513_with_target,True,521,521,2
image.0289_with_target,True,131,131,10
image.6324_with_target,True,1500,1500,4
image_4848_with_target,True,120,120,4
image_3517_with_target,True,49,49,4
image_0830_with_target,True,1510,1510,6
image.6905_with_target,True,1612,1612,3
image.2773_with_target,True,1534,1534,4
image.2222_with_target,True,1402,1402,6
image.3815_with_target,True,1490,1490,6
image_9631_with_target,True,107,107,12
image.5124_with_target,True,1789,1789,9
image.8730_with_target,True,141,141,4
image.7128_with_target,True,362,362,10
image_8885_with_target,True,1595,1595,9
image_5191_with_target,True,142,142,7
image_5257_with_target,True,235,235,4
image_6931_with_target,True,44,44,5
image.9590_with_target,True,105,105,5
image_8156_with_target,True,141,141,10
image_1851_with_target,True,1397,1397,6
image.7438_with_target,True,1300,1300,4
image.4188_with_target,True,1443,1443,4
image.4372_with_target,True,1657,1657,4
image.4848_with_target,True,120,120,4
image_9402_with_target,True,68,68,11
image.5145_with_target,True,1674,1674,8
image_3535_with_target,True,1379,1379,4
image_3300_with_target,True,1486,1486,5
image_0059_with_target,True,556,556,8
image_5145_with_target,True,1674,1674,8
image.3067_with_target,True,99,99,10
image_6107_with_target,True,1463,1463,7
image_6190_with_target,True,32,32,4
image_8426_with_target,True,1801,1801,10
image_5875_with_target,True,1445,1445,4
image.7359_with_target,True,1577,1577,12
image.7401_with_target,True,1676,1676,9
image_9633_with_target,True,115,115,7
image_7615_with_target,True,1854,1854,9
image.5115_with_target,True,1468,1468,5
image_2003_with_target,True,301,301,9
image_2458_with_target,True,495,495,6
image_0516_with_target,True,1686,1686,10
image.2724_with_target,True,1708,1708,11
image_5115_with_target,True,1468,1468,5
image.1923_with_target,True,1705,1705,6
image.2855_with_target,True,1498,1498,9
image_2056_with_target,True,33,33,5
image.3396_with_target,True,184,184,9
image.7198_with_target,True,1905,1905,7
image_3213_with_target,True,1792,1792,6
image.7753_with_target,True,23,23,3
image.0220_with_target,True,121,121,14
image.3508_with_target,True,1467,1467,4
image.0059_with_target,True,556,556,8
image_6324_with_target,True,1500,1500,4
image.9631_with_target,True,107,107,12
image_4231_with_target,True,36,36,5
image.8885_with_target,True,1595,1595,9
image.1851_with_target,True,1397,1397,6
image_3564_with_target,True,1618,1618,6
image_4942_with_target,True,97,97,7
image.7024_with_target,True,1804,1804,8
image_5719_with_target,True,388,388,11
image_7753_with_target,True,23,23,3
image_4372_with_target,True,1657,1657,4
image_2222_with_target,True,1402,1402,6
image_2773_with_target,True,1534,1534,4
image.5763_with_target,True,1541,1541,3
image_3935_with_target,True,34,34,4
image_3474_with_target,True,23,23,3
image_1881_with_target,True,1407,1407,3
image.8135_with_target,True,130,130,8
image_9138_with_target,True,1576,1576,7
image_6742_with_target,True,1541,1541,6
image_3396_with_target,True,184,184,9
image_6354_with_target,True,72,72,8
image_6206_with_target,True,1557,1557,4
image_9433_with_target,True,77,77,6
image_5030_with_target,True,54,54,6
image_7359_with_target,True,1577,1577,12
image_3182_with_target,True,241,241,6
image.2732_with_target,True,282,282,5
image.4231_with_target,True,36,36,5
image.4322_with_target,True,1031,1031,8
image.3517_with_target,True,49,49,4
image.7305_with_target,True,21,21,3
image.5873_with_target,True,51,51,4
image.8190_with_target,True,1517,1517,4
image.7615_with_target,True,1854,1854,9
image.0164_with_target,True,1472,1472,6
image_6334_with_target,True,170,170,17
image.5802_with_target,True,696,696,7
image_5449_with_target,True,222,222,6
image.3992_with_target,True,241,241,5
image_4696_with_target,True,96,96,7
image_3339_with_target,True,1485,1485,5
image_5073_with_target,True,28,28,3
image.9138_with_target,True,1576,1576,7
image_9590_with_target,True,105,105,5
image.0429_with_target,True,32,32,6
image.9433_with_target,True,77,77,6
image.7213_with_target,True,1612,1612,8
image_8411_with_target,True,1504,1504,5
image_8190_with_target,True,1517,1517,4
image.3282_with_target,True,1520,1520,4
image_3815_with_target,True,1490,1490,6
image.8860_with_target,True,1604,1604,7
image.9633_with_target,True,115,115,7
image_1214_with_target,True,1579,1579,7
image_0907_with_target,True,1646,1646,12
image.5391_with_target,True,1818,1818,9
image_4392_with_target,True,1495,1495,6
image_3678_with_target,True,683,683,6
image_5391_with_target,True,1818,1818,9
image.2557_with_target,True,1649,1649,10
image.8052_with_target,True,234,234,9
image.9365_with_target,True,128,128,10
image.7134_with_target,True,1808,1808,8
image.1881_with_target,True,1407,1407,3
image.7812_with_target,True,44,44,5
image.1053_with_target,True,1587,1587,8
image_3758_with_target,True,538,538,12
image_0260_with_target,True,1783,1783,9
image.5240_with_target,True,1591,1591,9
image_3313_with_target,True,1716,1716,14
image.7678_with_target,True,1661,1661,8
image_3508_with_target,True,1467,1467,4
image.8978_with_target,True,70,70,9
image.6354_with_target,True,72,72,8
image.5449_with_target,True,222,222,6
image.9163_with_target,True,73,73,9
image_9300_with_target,True,1490,1490,7
image.6937_with_target,True,363,363,7
image.4466_with_target,True,29,29,4
image.3182_with_target,True,241,241,6
image_7438_with_target,True,1300,1300,4
image.5191_with_target,True,142,142,7
image_0289_with_target,True,131,131,10
image_9686_with_target,True,84,84,10
image.1653_with_target,True,1502,1502,6
image_5563_with_target,True,230,230,10
image_5873_with_target,True,51,51,4
image_6070_with_target,True,1528,1528,13
image_2724_with_target,True,1708,1708,11
image.3474_with_target,True,23,23,3
image_4514_with_target,True,1415,1415,10
image.6190_with_target,True,32,32,4
image.2458_with_target,True,495,495,6
image_2191_with_target,True,1652,1652,8
image_8135_with_target,True,130,130,8
image.6931_with_target,True,44,44,5
image_2732_with_target,True,282,282,5
image_3992_with_target,True,241,241,5
image_7213_with_target,True,1612,1612,8
image_8004_with_target,True,76,76,6
image_8978_with_target,True,70,70,9
image.8004_with_target,True,76,76,6
image.4514_with_target,True,1415,1415,10
image.3677_with_target,True,645,645,6
image.0516_with_target,True,1686,1686,10
image_2855_with_target,True,1498,1498,9
image_1653_with_target,True,1502,1502,6
image_4583_with_target,True,25,25,3
image_2039_with_target,True,1524,1524,3
image.2039_with_target,True,1524,1524,3
image.0321_with_target,True,1837,1837,10
image.6070_with_target,True,1528,1528,13
image.9573_with_target,True,1800,1800,7
image.8426_with_target,True,1801,1801,10
image_7812_with_target,True,44,44,5
image_0242_with_target,True,1539,1539,7
image.1214_with_target,True,1579,1579,7
image_3067_with_target,True,99,99,10
image_1275_with_target,True,1748,1748,9
image.8411_with_target,True,1504,1504,5
image_0429_with_target,True,32,32,6
image_7678_with_target,True,1661,1661,8
image.4583_with_target,True,25,25,3
image.0830_with_target,True,1510,1510,6
image_7198_with_target,True,1905,1905,7
image.3935_with_target,True,34,34,4
image.3524_with_target,True,1418,1418,3
image_5763_with_target,True,1541,1541,3
image.3564_with_target,True,1618,1618,6
image.4942_with_target,True,97,97,7
image_9328_with_target,True,1483,1483,7
image_5240_with_target,True,1591,1591,9
image_1053_with_target,True,1587,1587,8
image.2882_with_target,True,63,63,7
image_9365_with_target,True,128,128,10
image_2882_with_target,True,63,63,7
image_4322_with_target,True,1031,1031,8
image_7223_with_target,True,331,331,6
image_4188_with_target,True,1443,1443,4
image.5563_with_target,True,230,230,10
image.0260_with_target,True,1783,1783,9
image_5654_with_target,True,1518,1518,9
image_1018_with_target,True,1689,1689,9
image.6206_with_target,True,1557,1557,4
image_7305_with_target,True,21,21,3
image_8860_with_target,True,1604,1604,7
image.5073_with_target,True,28,28,3
image_3677_with_target,True,645,645,6
image_2557_with_target,True,1649,1649,10
image_9573_with_target,True,1800,1800,7
image.9300_with_target,True,1490,1490,7
image.1123_with_target,True,35,35,6
image_1923_with_target,True,1705,1705,6
image_8052_with_target,True,234,234,9
image.3300_with_target,True,1486,1486,5
image.6334_with_target,True,170,170,17
image_0164_with_target,True,1472,1472,6
image.6742_with_target,True,1541,1541,6
image_6340_with_target,True,63,63,9
image_6905_with_target,True,1612,1612,3
image_0321_with_target,True,1837,1837,10
image.7223_with_target,True,331,331,6
image.1415_with_target,True,1399,1399,3
image_8730_with_target,True,141,141,4
image_7134_with_target,True,1808,1808,8
image.0242_with_target,True,1539,1539,7
image.2003_with_target,True,301,301,9
image.1275_with_target,True,1748,1748,9
image.3213_with_target,True,1792,1792,6
image.6107_with_target,True,1463,1463,7
image.9346_with_target,True,137,137,9
image_1437_with_target,True,1728,1728,3
image.4955_with_target,True,96,96,7
image.6340_with_target,True,63,63,9
image_3897_with_target,True,1505,1505,5
image_3524_with_target,True,1418,1418,3
image.5257_with_target,True,235,235,4
image_5802_with_target,True,696,696,7
image.5089_with_target,True,1513,1513,9
image.9686_with_target,True,84,84,10
image.3339_with_target,True,1485,1485,5
image_0220_with_target,True,121,121,14
image_1123_with_target,True,35,35,6
image.5654_with_target,True,1518,1518,9
image_4955_with_target,True,96,96,7
image_7024_with_target,True,1804,1804,8
image_4186_with_target,True,220,220,6
image_6937_with_target,True,363,363,7
image.5030_with_target,True,54,54,6
image.5719_with_target,True,388,388,11
image_9163_with_target,True,73,73,9
image_5089_with_target,True,1513,1513,9
image.3535_with_target,True,1379,1379,4
image.4392_with_target,True,1495,1495,6
image.1437_with_target,True,1728,1728,3
image.4186_with_target,True,220,220,6
image_5124_with_target,True,1789,1789,9
image.0907_with_target,True,1646,1646,12
image.7389_with_target,True,214,214,7
image.5875_with_target,True,1445,1445,4
image.3758_with_target,True,538,538,12
image.2191_with_target,True,1652,1652,8
image_9346_with_target,True,137,137,9
image_7128_with_target,True,362,362,10
image.3897_with_target,True,1505,1505,5
image.3678_with_target,True,683,683,6
image_7389_with_target,True,214,214,7
image.9328_with_target,True,1483,1483,7
image.1018_with_target,True,1689,1689,9
image_1415_with_target,True,1399,1399,3
image_7401_with_target,True,1676,1676,9
image.2056_with_target,True,33,33,5
image_4466_with_target,True,29,29,4
image.3313_with_target,True,1716,1716,14
image.4696_with_target,True,96,96,7
image.8156_with_target,True,141,141,10
image_3282_with_target,True,1520,1520,4
image.9402_with_target,True,68,68,11
image.5873_with_target,True,51,51,4
image.5124_with_target,True,1789,1789,9
image.9346_with_target,True,137,137,9
image.1881_with_target,True,1407,1407,3
image.1923_with_target,True,1705,1705,6
image.6354_with_target,True,72,72,8
image.3300_with_target,True,1486,1486,5
image.6206_with_target,True,1557,1557,4
image.5073_with_target,True,28,28,3
image.8052_with_target,True,234,234,9
image.9633_with_target,True,115,115,7
image.3213_with_target,True,1792,1792,6
image.8004_with_target,True,76,76,6
image.8860_with_target,True,1604,1604,7
image.8135_with_target,True,130,130,8
image.7213_with_target,True,1612,1612,8
image.4231_with_target,True,36,36,5
image.5719_with_target,True,388,388,11
image.5030_with_target,True,54,54,6
image.8156_with_target,True,141,141,10
image.0429_with_target,True,32,32,6
image.9138_with_target,True,1576,1576,7
image.5145_with_target,True,1674,1674,8
image.5115_with_target,True,1468,1468,5
image.5391_with_target,True,1818,1818,9
image.3067_with_target,True,99,99,10
image.4955_with_target,True,96,96,7
image.1018_with_target,True,1689,1689,9
image.3474_with_target,True,23,23,3
image.7401_with_target,True,1676,1676,9
image.9686_with_target,True,84,84,10
image.0164_with_target,True,1472,1472,6
image.4372_with_target,True,1657,1657,4
image.4514_with_target,True,1415,1415,10
image.6340_with_target,True,63,63,9
image.5089_with_target,True,1513,1513,9
image.9631_with_target,True,107,107,12
image.6107_with_target,True,1463,1463,7
image.2191_with_target,True,1652,1652,8
image.0260_with_target,True,1783,1783,9
image.1851_with_target,True,1397,1397,6
image.4583_with_target,True,25,25,3
image.6742_with_target,True,1541,1541,6
image.4186_with_target,True,220,220,6
image.3182_with_target,True,241,241,6
image.2003_with_target,True,301,301,9
image.2458_with_target,True,495,495,6
image.0220_with_target,True,121,121,14
image.3564_with_target,True,1618,1618,6
image.1214_with_target,True,1579,1579,7
image.3535_with_target,True,1379,1379,4
image.3339_with_target,True,1485,1485,5
image.9365_with_target,True,128,128,10
image.1123_with_target,True,35,35,6
image.1275_with_target,True,1748,1748,9
image.2222_with_target,True,1402,1402,6
image.3396_with_target,True,184,184,9
image.0830_with_target,True,1510,1510,6
image.9402_with_target,True,68,68,11
image.3815_with_target,True,1490,1490,6
image.5654_with_target,True,1518,1518,9
image.5449_with_target,True,222,222,6
image.6324_with_target,True,1500,1500,4
image.1415_with_target,True,1399,1399,3
image.3992_with_target,True,241,241,5
image.3313_with_target,True,1716,1716,14
image.9163_with_target,True,73,73,9
image.9300_with_target,True,1490,1490,7
image.3678_with_target,True,683,683,6
image.6190_with_target,True,32,32,4
image.0321_with_target,True,1837,1837,10
image.7134_with_target,True,1808,1808,8
image.9328_with_target,True,1483,1483,7
image.8190_with_target,True,1517,1517,4
image.3677_with_target,True,645,645,6
image.1053_with_target,True,1587,1587,8
image.1653_with_target,True,1502,1502,6
image.4848_with_target,True,120,120,4
image.0907_with_target,True,1646,1646,12
image.2855_with_target,True,1498,1498,9
image.8411_with_target,True,1504,1504,5
image.5802_with_target,True,696,696,7
image.8978_with_target,True,70,70,9
image.8730_with_target,True,141,141,4
image.7359_with_target,True,1577,1577,12
image.2557_with_target,True,1649,1649,10
image.4392_with_target,True,1495,1495,6
image.7753_with_target,True,23,23,3
image.5563_with_target,True,230,230,10
image.7128_with_target,True,362,362,10
image.3282_with_target,True,1520,1520,4
image.3524_with_target,True,1418,1418,3
image.2039_with_target,True,1524,1524,3
image.7615_with_target,True,1854,1854,9
image.5875_with_target,True,1445,1445,4
image.9433_with_target,True,77,77,6
image.9590_with_target,True,105,105,5
image.8426_with_target,True,1801,1801,10
image.7812_with_target,True,44,44,5
image.7305_with_target,True,21,21,3
image.8885_with_target,True,1595,1595,9
image.5191_with_target,True,142,142,7
image.2732_with_target,True,282,282,5
image.4466_with_target,True,29,29,4
image.2724_with_target,True,1708,1708,11
image.0289_with_target,True,131,131,10
image.7198_with_target,True,1905,1905,7
image.6937_with_target,True,363,363,7
image.3897_with_target,True,1505,1505,5
image.7223_with_target,True,331,331,6
image.5257_with_target,True,235,235,4
image.4322_with_target,True,1031,1031,8
image.4942_with_target,True,97,97,7
image.5240_with_target,True,1591,1591,9
image.9573_with_target,True,1800,1800,7
image.7389_with_target,True,214,214,7
image.1437_with_target,True,1728,1728,3
image.6931_with_target,True,44,44,5
image.6905_with_target,True,1612,1612,3
image.7024_with_target,True,1804,1804,8
image.3508_with_target,True,1467,1467,4
image.0059_with_target,True,556,556,8
image.0242_with_target,True,1539,1539,7
image.6334_with_target,True,170,170,17
image.3758_with_target,True,538,538,12
image.4696_with_target,True,96,96,7
image.0516_with_target,True,1686,1686,10
image.2056_with_target,True,33,33,5
image.2882_with_target,True,63,63,7
image.7678_with_target,True,1661,1661,8
image.3935_with_target,True,34,34,4
image.4188_with_target,True,1443,1443,4
image.6070_with_target,True,1528,1528,13
image.5763_with_target,True,1541,1541,3
image.7438_with_target,True,1300,1300,4
image.2773_with_target,True,1534,1534,4
image.3517_with_target,True,49,49,4
